Id,preco
412,209485.4203032495
413,537958.8267438846
414,626200.7047792871
415,694833.2765846002
416,630138.5995456174
417,398923.8665162055
418,372067.5815273483
419,245571.52282295888
420,648942.5209498459
421,254588.31819877954
422,160462.15472802584
423,337751.2956246917
424,337751.2956246917
425,811524.6821739448
426,923490.3352577349
427,963514.3325437745
428,2277054.810202379
429,342653.6221822141
430,459521.60182352667
431,313239.6628370799
432,904686.4138535063
433,243801.70620590606
434,1287714.2232007799
435,632067.4631280015
436,1611267.775997256
437,1400467.7340237945
438,313239.6628370799
439,233997.0530908613
440,807427.7404422832
441,488935.5611686609
442,337751.2956246917
443,390889.03001821367
444,1081170.1699243113
445,836036.3149615566
446,175956.9921398171
447,352458.2752972588
448,836053.8420481931
449,357360.6018547812
450,314027.52057630406
451,1332799.5940096737
452,870370.1279508497
453,395791.35657573596
454,351670.41755803477
455,581115.3339703936
456,1021536.8664081822
457,342653.6221822141
458,469326.2549385715
459,323044.3159521246
460,185761.64525486183
461,615431.6198730501
462,498740.2142837056
463,836036.3149615566
464,421090.8471025719
465,497775.7824925134
466,1726348.4119348791
467,1498514.2651742417
468,1015670.1080594676
469,2577026.1078291615
470,1950492.7402574914
471,541896.7215102147
472,347555.9487397364
473,156347.68590972765
474,361475.07067307946
475,1537732.8776344205
476,806639.8827030589
477,366377.39723060175
478,284002.27754391375
479,776420.5385320641
480,694833.2765846002
481,1517318.1865784703
482,404967.1989168878
483,376182.05034564657
484,541896.7215102147
485,860547.9477491684
486,1375938.5741495457
487,487971.1293774687
488,1292616.5497583025
489,371279.72378812416
490,742909.6374552683
491,447372.29650723666
492,351670.41755803477
493,547763.4798589293
494,684064.1916783632
495,1634168.6391331465
496,865467.8013933273
497,581115.3339703936
498,620333.9464305725
499,680126.2969120331
500,1400467.7340237945
501,1819669.190579772
502,635040.9261031396
503,312451.80509785586
504,395791.35657573596
505,1371053.77467866
506,1498514.2651742417
507,747794.436926154
508,386774.5611999153
509,522287.41528012534
510,707770.4396401143
511,502678.1090500358
512,1547537.5307494653
513,347555.9487397364
514,267525.48125429376
515,327158.78477042285
516,2487571.721674262
517,817232.3935573278
518,694674.2296192688
519,449716.94870848197
520,1277909.5700857355
521,1169076.4269424146
522,532092.06839517
523,209485.4203032495
524,1332799.5940096737
525,2086793.4520769254
526,796835.2295880143
527,1738728.2664928376
528,556603.7011827818
529,318141.9893946023
530,874467.0696825113
531,929198.0466411181
532,566408.3542978265
533,1002732.9450039535
534,263428.53952263214
535,200662.72606603353
536,458557.1700323345
537,2747643.105551252
538,1247849.2728800718
539,1439686.3464839733
540,327946.642509647
541,372855.4392665724
542,586017.660527916
543,1340993.4774729968
544,425205.31592087017
545,517385.08872260293
546,175956.9921398171
547,1306677.1915703402
548,292842.49886776635
549,372067.5815273483
550,659570.0859773881
551,449716.94870848197
552,1354736.0253543714
553,688966.5182358857
554,474228.5814960938
555,351670.41755803477
556,449716.94870848197
557,250473.8493804813
558,323044.3159521246
559,1527928.2245193757
560,630138.5995456174
561,480095.3398448083
562,209485.4203032495
563,522287.41528012534
564,590919.9870854383
565,546799.0480677371
566,224192.39997581654
567,303435.0097220352
568,571310.6808553489
569,1156298.310852232
570,2857547.1461911863
571,987849.3912794184
572,357537.17590674915
573,1002573.8980386221
574,352458.2752972588
575,572275.1126465411
576,1883240.3888622313
577,1105681.8027119231
578,161250.01246725
579,869405.6961596577
580,904686.4138535063
581,405596.00969078066
582,2580964.0025954917
583,2443698.858984866
584,307549.47854033345
585,1590694.0379759744
586,874308.0227171798
587,1513221.2448468087
588,1411476.0334969242
589,571310.6808553489
590,257720.828139249
591,996866.1866552391
592,297744.82542528876
593,487971.1293774687
594,362262.9284123035
595,376969.9080848706
596,463636.07064182486
597,504606.97263242013
598,743697.4951944924
599,660516.9906819436
600,630926.4572848415
601,900571.945035208
602,1025651.3352264805
603,411286.1939875272
604,498740.2142837056
605,1419430.7023933544
606,204583.09374572715
607,866255.6591325514
608,522287.41528012534
609,1380858.427793705
610,391676.8877574377
611,753502.1483095372
612,556603.7011827818
613,1081152.6428376748
614,517385.08872260293
615,2565292.591131733
616,298532.6831645128
617,967293.1803447736
618,221847.74777457124
619,523251.8470713174
620,342653.6221822141
621,341865.76444298995
622,2626049.3734043855
623,1640681.7353423904
624,376182.05034564657
625,541896.7215102147
626,327158.78477042285
627,1694607.3274751361
628,509332.7251379745
629,1370248.3898527995
630,332848.9690671694
631,782128.2499154471
632,586982.0923191082
633,792720.760769716
634,351670.41755803477
635,283808.17640530906
636,590919.9870854383
637,522287.41528012534
638,474228.5814960938
639,213599.88912154775
640,444185.8113770667
641,1194552.4915212183
642,552665.8064164516
643,561506.0277403042
644,449716.94870848197
645,566408.3542978265
646,317354.13165537815
647,400693.68313325837
648,376182.05034564657
649,312451.80509785586
650,502678.1090500358
651,870370.1279508497
652,528154.1736288398
653,590919.9870854383
654,342653.6221822141
655,1148838.3099384322
656,233997.0530908613
657,208697.5625640254
658,498740.2142837056
659,342653.6221822141
660,527189.7418376476
661,1174314.3745172364
662,654650.2323332292
663,975487.0638080968
664,522287.41528012534
665,303435.0097220352
666,527189.7418376476
667,581115.3339703936
668,1046853.8840216548
669,1002573.8980386221
670,1332799.5940096737
671,630138.5995456174
672,543666.5381272676
673,945498.2688787701
674,855663.1482782827
675,606591.3985491976
676,322256.45821290056
677,522287.41528012534
678,318141.9893946023
679,122031.40000707109
680,934082.8461120038
681,293630.35660699045
682,362262.9284123035
683,406383.8674300048
684,541896.7215102147
685,923490.3352577349
686,1449490.9995990181
687,361475.07067307946
688,620333.9464305725
689,185938.21930682976
690,864503.3696021353
691,1053349.453144262
692,768527.2219127669
693,1467472.009090749
694,674259.5385633186
695,1004326.1875690384
696,626200.7047792871
697,395791.35657573596
698,772323.5968004025
699,350865.0327321739
700,517385.08872260293
701,352458.2752972588
702,577000.8651520954
703,826249.1889331485
704,923331.2882924034
705,332061.11132794525
706,425993.1736600942
707,1410272.3871388393
708,263411.01243599545
709,2478979.5766787142
710,189876.11407316005
711,934905.7580245011
712,435797.826775139
713,367165.2549698259
714,522287.41528012534
715,1351444.468448571
716,962708.9477179139
717,1268104.9169706907
718,678374.0073816167
719,204583.09374572715
720,274021.050376901
721,361475.07067307946
722,546799.0480677371
723,146543.03279468292
724,850760.8217207603
725,542861.1533014069
726,1097487.9192486
727,488935.5611686609
728,630138.5995456174
729,101810.81008972548
730,723282.8041385422
731,925083.5778228198
732,288728.0300494681
733,518349.5205137951
734,586017.660527916
735,141029.42254990438
736,258508.6858784731
737,307549.47854033345
738,1966738.9873054428
739,787818.4342121936
740,497775.7824925134
741,1728923.6133777928
742,928216.0877632893
743,484821.0923503626
744,283020.31866608496
745,362262.9284123035
746,332848.9690671694
747,1232983.2462421735
748,782128.2499154471
749,351652.890471398
750,215369.70573860063
751,121420.11631981493
752,247916.1750242043
753,546799.0480677371
754,372067.5815273483
755,923490.3352577349
756,688966.5182358857
757,541896.7215102147
758,429143.2106872004
759,385986.70346069126
760,600724.6402004831
761,546799.0480677371
762,1349045.8410576251
763,233209.1953516372
764,1097487.9192486
765,296939.4405994279
766,851548.6794599844
767,1762275.467489257
768,561506.0277403042
769,796835.2295880143
770,371279.72378812416
771,2042672.513059224
772,1364717.2525213845
773,895669.6184776856
774,1277909.5700857355
775,851548.6794599844
776,2154620.6390563776
777,1610462.3911713953
778,136738.3796796382
779,255376.17593800358
780,475016.4392353179
781,371279.72378812416
782,322256.45821290056
783,767421.2702428801
784,318141.9893946023
785,497775.7824925134
786,127898.15835578553
787,998636.003272292
788,322238.93112626387
789,175956.9921398171
790,351670.41755803477
791,729167.0895738933
792,171054.66558229475
793,337751.2956246917
794,816444.5358181037
795,660516.9906819436
796,493837.8877261833
797,92794.01471390488
798,1159607.3948446694
799,473264.1497049016
800,684081.7187649999
801,557568.132973974
802,1532830.5510768984
803,1517318.1865784703
804,460309.4595627508
805,312451.80509785586
806,371262.19670148747
807,352458.2752972588
808,527189.7418376476
809,1438075.5768322516
810,590919.9870854383
811,742892.1103686317
812,411286.1939875272
813,175956.9921398171
814,941560.3741124399
815,1358832.967086033
816,1207666.2286287006
817,341865.76444298995
818,312451.80509785586
819,1361249.1215636157
820,930791.289206203
821,446390.3376294078
822,522287.41528012534
823,787030.5764729695
824,473264.1497049016
825,2497624.4511176115
826,274021.050376901
827,240669.1962654366
828,502678.1090500358
829,301841.7671569503
830,796835.2295880143
831,718380.4775810199
832,151445.3593522053
833,791915.3759438553
834,376164.5232590098
835,1097487.9192486
836,1273007.243528213
837,487971.1293774687
838,1282794.3695566212
839,357360.6018547812
840,567372.7860890187
841,342653.6221822141
842,880174.7810658945
843,2559743.926713681
844,1021536.8664081822
845,1125132.0619766815
846,322256.45821290056
847,273215.6655510402
848,376969.9080848706
849,768209.1279821042
850,541896.7215102147
851,639943.252660662
852,572116.0656812098
853,644845.5792181843
854,346768.09100051236
855,267525.48125429376
856,297744.82542528876
857,1080382.3121850872
858,337751.2956246917
859,1209259.4711937858
860,558373.5177998348
861,362262.9284123035
862,707770.4396401143
863,449716.94870848197
864,554259.0489815365
865,1202763.9020711784
866,221059.8900353471
867,1070560.131983406
868,2661569.305665127
869,468361.8231473793
870,576213.0074128712
871,1487098.8424074752
872,497775.7824925134
873,1556377.7520733178
874,1536927.49280856
875,273215.6655510402
876,1143935.98338091
877,660516.9906819436
878,301841.7671569503
879,176133.56619178507
880,566408.3542978265
881,1332799.5940096737
882,1384955.3695253665
883,175169.13440059294
884,1202763.9020711784
885,1614161.0713708326
886,595822.3136429607
887,293630.35660699045
888,376182.05034564657
889,890926.3388854946
890,816427.0087314671
891,1233000.77332881
892,768209.1279821042
893,166328.9130767403
894,122031.40000707109
895,1527910.6974327392
896,590919.9870854383
897,318141.9893946023
898,302647.15198281105
899,615431.6198730501
900,1282794.3695566212
901,478166.476262424
902,406383.8674300048
903,967611.2742754361
904,772306.0697137659
905,572292.6397331777
906,1390450.0587537182
907,1016475.4928853285
908,855663.1482782827
909,2130126.5333554023
910,528942.031368064
911,425993.1736600942
912,170266.8078430706
913,1595755.4114988283
914,1027244.5777915654
915,1194497.1224017278
916,312451.80509785586
917,2208404.7113104295
918,478166.476262424
919,337751.2956246917
920,514235.0516954969
921,3514397.5526220505
922,947842.9210800155
923,112403.32094399436
924,302647.15198281105
925,307549.47854033345
926,400693.68313325837
927,576213.0074128712
928,504430.3985804521
929,1154546.0213218154
930,394985.97174987517
931,354802.92749850417
932,951152.005072453
933,346768.09100051236
934,792720.760769716
935,243801.70620590606
936,596786.7454341529
937,1596560.796324689
938,307549.47854033345
939,1513221.2448468087
940,468361.8231473793
941,3706587.774329888
942,850760.8217207603
943,1156298.310852232
944,714442.5828146896
945,1282165.5587827284
946,342653.6221822141
947,470901.97041701974
948,566408.3542978265
949,943905.0263136851
950,522287.41528012534
951,934082.8461120038
952,1480028.4377006753
953,1518123.5714043314
954,1747568.48781669
955,324008.7477433167
956,2072086.4724043584
957,299320.540903737
958,317354.13165537815
959,323044.3159521246
960,1051756.2105791774
961,708575.8244659752
962,512482.7621650805
963,626200.7047792871
964,2559425.8327830182
965,631103.0313368094
966,160462.15472802584
967,851548.6794599844
968,904686.4138535063
969,527189.7418376476
970,1344931.372239327
971,425205.31592087017
972,630943.984371478
973,161250.01246725
974,299320.540903737
975,244589.5639451302
976,425993.1736600942
977,561506.0277403042
978,5251802.5988272615
979,870352.6008642131
980,307531.95145369676
981,605803.5408099735
982,312451.80509785586
983,337751.2956246917
984,108288.85212569608
985,889979.4341809391
986,1331817.6351318448
987,1424979.3668114063
988,620333.9464305725
989,327946.642509647
990,341848.23735635326
991,1121194.1672103512
992,947842.9210800155
993,243013.8484666819
994,581115.3339703936
995,1351444.468448571
996,506775.0507816974
997,980725.0113829183
998,630138.5995456174
999,654650.2323332292
1000,541896.7215102147
1001,2914322.2085070126
1002,723300.3312251789
1003,309125.1940187817
1004,1199144.1012355108
1005,292824.97178112966
1006,307549.47854033345
1007,723282.8041385422
1008,851548.6794599844
1009,362262.9284123035
1010,304222.8674612593
1011,1702818.7380250962
1012,581903.1917096179
1013,787013.049386333
1014,107500.99438647195
1015,536994.3949526923
1016,754449.0530140927
1017,169478.9501038465
1018,1002573.8980386221
1019,390889.03001821367
1020,317354.13165537815
1021,288728.0300494681
1022,318141.9893946023
1023,287922.6452236073
1024,1743630.5930503597
1025,1051756.2105791774
1026,1321225.1242775759
1027,517385.08872260293
1028,1095700.5755449105
1029,1158642.963053477
1030,631103.0313368094
1031,630943.984371478
1032,313239.6628370799
1033,2812088.3123321394
1034,484033.23461113847
1035,376182.05034564657
1036,537170.9690046604
1037,233997.0530908613
1038,1522043.9390840246
1039,371279.72378812416
1040,211255.2369203024
1041,362262.9284123035
1042,171054.66558229475
1043,1028049.9626174261
1044,562470.4595314964
1045,367165.2549698259
1046,655455.6171590899
1047,787030.5764729695
1048,889979.4341809391
1049,1351444.468448571
1050,1081170.1699243113
1051,434045.5372447227
1052,1650486.3884574352
1053,1345895.804030519
1054,1896567.1481247456
1055,347555.9487397364
1056,160462.15472802584
1057,811524.6821739448
1058,1092585.5926910779
1059,1681633.7163165584
1060,453813.8904401435
1061,250297.27532851335
1062,2580964.0025954917
1063,871334.5597420417
1064,694833.2765846002
1065,522287.41528012534
1066,356572.74411555706
1067,429931.0684264245
1068,595822.3136429607
1069,1222373.2083012676
1070,1439686.3464839733
1071,831310.5624560021
1072,1890700.389776031
1073,670162.596831657
1074,409533.9044571109
1075,781146.2910376185
1076,430913.0273042533
1077,303435.0097220352
1078,78087.0350413378
1079,376182.05034564657
1080,738795.16863697
1081,361475.07067307946
1082,758404.4748670596
1083,1835969.4128174242
1084,341848.23735635326
1085,899766.5602093473
1086,132012.62717408375
1087,484033.23461113847
1088,783721.492480532
1089,342653.6221822141
1090,367165.2549698259
1091,1551475.4255157956
1092,777225.9233579249
1093,460309.4595627508
1094,800932.1713196759
1095,209485.4203032495
1096,605626.9667580054
1097,836053.8420481931
1098,707611.3926747829
1099,492873.4559349911
1100,1268104.9169706907
1101,1194552.4915212183
1102,541896.7215102147
1103,1351444.468448571
1104,615431.6198730501
1105,512482.7621650805
1106,424240.884129678
1107,821346.8623756261
1108,576213.0074128712
1109,337751.2956246917
1110,1097487.9192486
1111,1415174.7136963615
1112,1429864.166282292
1113,361475.07067307946
1114,337751.2956246917
1115,979026.6970422023
1116,947842.9210800155
1117,390889.03001821367
1118,600724.6402004831
1119,708593.3515526117
1120,897996.7435922943
1121,1109778.7444435847
1122,302647.15198281105
1123,2003453.9005990452
1124,416188.5205450495
1125,1168447.6161685218
1126,283020.31866608496
1127,1028049.9626174261
1128,351670.41755803477
1129,1144741.3682067706
1130,269101.196732742
1131,596786.7454341529
1132,522287.41528012534
1133,743856.5421598238
1134,1973075.5094627189
1135,1596623.4368396145
1136,2040273.8856682782
1137,1582012.8636174533
1138,503642.540841228
1139,1452153.7457309263
1140,590919.9870854383
1141,274808.90811612515
1142,492873.4559349911
1143,341865.76444298995
1144,351670.41755803477
1145,566408.3542978265
1146,323044.3159521246
1147,546799.0480677371
1148,1042756.9422899933
1149,1586756.1432096441
1150,655614.6641244212
1151,435009.96903591487
1152,2576061.67603797
1153,1021536.8664081822
1154,181823.75048853154
1155,596786.7454341529
1156,600724.6402004831
1157,347555.9487397364
1158,146543.03279468292
1159,768209.1279821042
1160,347555.9487397364
1161,551701.3746252594
1162,341865.76444298995
1163,561506.0277403042
1164,827452.8352912337
1165,1719118.960262748
1166,836036.3149615566
1167,689930.9500270778
1168,376182.05034564657
1169,896793.097234209
1170,2643083.478191561
1171,1371053.77467866
1172,751908.9057444523
1173,703673.4979084528
1174,1296067.1536294348
1175,322256.45821290056
1176,352634.84934922674
1177,865450.2743066908
1178,923490.3352577349
1179,1291005.7801065808
1180,561506.0277403042
1181,982159.2069826719
1182,161250.01246725
1183,24949.300647815937
1184,670321.6437969883
1185,345962.70617465157
1186,243801.70620590606
1187,469326.2549385715
1188,851548.6794599844
1189,391676.8877574377
1190,1125132.0619766815
1191,351670.41755803477
1192,195566.29836990655
1193,1732215.1702835937
1194,576213.0074128712
1195,64167.91310799484
1196,351670.41755803477
1197,415400.6628058255
1198,468361.8231473793
1199,421090.8471025719
1200,410498.33624830307
1201,708593.3515526117
1202,576213.0074128712
1203,362262.9284123035
1204,208697.5625640254
1205,429931.0684264245
1206,435797.826775139
1207,376182.05034564657
1208,2027001.1015954646
1209,625236.272988095
1210,463795.1176071562
1211,967611.2742754361
1212,131224.76943485969
1213,1054888.7205196465
1214,1268104.9169706907
1215,362262.9284123035
1216,376182.05034564657
1217,2222447.8260358297
1218,385986.70346069126
1219,401658.11492445046
1220,654650.2323332292
1221,356572.74411555706
1222,184973.7875156377
1223,351670.41755803477
1224,649747.9057757067
1225,517385.08872260293
1226,498740.2142837056
1227,332848.9690671694
1228,763306.8014245818
1229,723300.3312251789
1230,352458.2752972588
1231,1268104.9169706907
1232,185761.64525486183
1233,670162.596831657
1234,566408.3542978265
1235,1340029.0456818044
1236,351670.41755803477
1237,2184839.9832273726
1238,453654.8434748122
1239,565620.4965586024
1240,185761.64525486183
1241,796029.8447621535
1242,166152.33902477237
1243,411286.1939875272
1244,342653.6221822141
1245,2896765.758651365
1246,1733020.5551094543
1247,1625957.2285831864
1248,449716.94870848197
1249,258526.21296510985
1250,411286.1939875272
1251,1161218.164496391
1252,1292616.5497583025
1253,517385.08872260293
1254,361475.07067307946
1255,1423368.5971596846
1256,581115.3339703936
1257,322256.45821290056
1258,737989.7838111093
1259,1327472.6170718782
1260,522287.41528012534
1261,400693.68313325837
1262,244589.5639451302
1263,959417.390812113
1264,386774.5611999153
1265,1213373.9400120839
1266,381872.234642393
1267,502678.1090500358
1268,463459.4965898569
1269,332848.9690671694
1270,846663.8799890986
1271,1560474.6938049793
1272,615449.1469596869
1273,1011573.1663278061
1274,620333.9464305725
1275,72396.85074459127
1276,1439686.3464839733
1277,551701.3746252594
1278,947842.9210800155
1279,1780627.152171561
1280,39656.28032038304
1281,434833.3949839469
1282,1345895.804030519
1283,1113716.639209915
1284,527189.7418376476
1285,855663.1482782827
1286,396579.2143149601
1287,307549.47854033345
1288,367165.2549698259
1289,318141.9893946023
1290,1192959.2489561336
1291,1383185.5529083135
1292,713478.1510234975
1293,737989.7838111093
1294,1824394.9430853263
1295,376182.05034564657
1296,787013.049386333
1297,425028.74186890223
1298,210273.27804247366
1299,522287.41528012534
1300,1183154.5958410888
1301,307531.95145369676
1302,1169076.4269424146
1303,606591.3985491976
1304,586982.0923191082
1305,743697.4951944924
1306,1072170.9016351276
1307,547763.4798589293
1308,1616170.1025547786
1309,684081.7187649999
1310,318141.9893946023
1311,346768.09100051236
1312,283020.31866608496
1313,816444.5358181037
1314,400693.68313325837
1315,1537732.8776344205
1316,1302421.2028733473
1317,332043.58424130856
1318,390889.03001821367
1319,553630.2382076437
1320,743697.4951944924
1321,2413815.1358311702
1322,1535299.1960702017
1323,816444.5358181037
1324,645810.0110093765
1325,430107.6424783926
1326,796029.8447621535
1327,654650.2323332292
1328,184185.9297764136
1329,180071.4609581153
1330,419497.60453748703
1331,362262.9284123035
1332,1413722.9910099716
1333,522287.41528012534
1334,723300.3312251789
1335,1097487.9192486
1336,620333.9464305725
1337,473264.1497049016
1338,307549.47854033345
1339,517385.08872260293
1340,313239.6628370799
1341,874308.0227171798
1342,571310.6808553489
1343,2356421.4127406552
1344,1351444.468448571
